gampversion,country,slotnumber,slot,hellofreshweek,week,uniquerecipecode,code,nb_of_appearances,status,title,subtitle,lastused,nextused,absolutelastused,absolutelastusedrunning,isnewrecipe,isnewscheduled,isdefault,primaryprotein,mainprotein,proteincut,secondaryprotein,proteins,primarystarch,mainstarch,secondarystarch,starches,primaryvegetable,mainvegetable,vegetables,secondaryvegetable,tertiaryvegetable,primarydryspice,primarycheese,primaryfruit,primarydairy,primaryfreshherb,salt,calories,cuisine,dishtype,handsontime,totaltime,difficulty,tag,preference,preftag,producttype,author,cost1p,cost2p,cost3p,cost4p,skucode,skuname,skucount,seasonalityrisk_w1,seasonalityrisk_w2,seasonalityrisk_w3,seasonalityrisk_w4,pricemissingskus,scorescm,scorewoscm,isscorereplace,volumesharelast,volumeshare2last,uptake_ratio,updated_at,unique_slot,basket,weight2p,weight4p,sum_weight2p,sum_weight4p,weight,normweight2p,normweight4p,slotcombo,avg_swap_ratio,retention_performance_normalized,weightedRIS,weightedScorescm,weightedScorewoscm,weightedCost2p
GAMP'19,CA,1041,40,2026-W34,34,RD154702-5,RD154702,6,READY FOR MENU PLANNING,Roasted Duck Breasts,with Mixed Mushrooms and Farro,2025-W15,2026-W30,2026-W30,760,0,0,TRUE,Duck-Breast,Duck,Breast,,"Duck-Breast,",Farro,Farro,Beans - Black,"Farro, Beans - Black",Mushrooms,Mushrooms,"Mushrooms, Onion - Red,",Onion - Red,,Garlic Salt,,,,,0,720,Canadian,123,10,40,2,,Special Plus,", Special Plus",,,0,13.62,0,26.87,PHF-10-000956-4 | PHF-10-000957-4 | DRY-10-003163-1 | PHF-10-000746-4 | PHF-10-000744-4 | PHF-10-88382-4 | PRO-10-002764-1 | PRO-10-52177-1 | PTN-10-000011-7 | SPI-10-001169-1,"X3B- Mushroom Blend, Whole 200g (1:1:1 Cremini-White-Oyster) | X3B- Mushroom Blend, Whole 400g (1:1:1 Cremini-White-Oyster) | X3B- (Paper) Pearled Farro 92g (0.5cup) | X3B- Spinach, Baby 56g | X3B- Spinach, Baby 113g | X3B- Onion, Red Whole 1pc (113g) | X3B- Glaze, Balsamic (2tbsp) | X3B- Stock Concentrate, Reduced Sodium Chicken 9.6g (1unit) | H1F- Duck, Boneless Breast (1pc) 275g | X3B- Garlic Salt 4g (1tsp)",10,2,2,2,2,PHF-10-000956-4 | PHF-10-000957-4,3.4,3.4,1,0.0011,0.0026,0.0039,2025-11-03 16:39:28.528000+00:00,157,1,0.0016166,0.0006416,0.71545,0.28455,0.0022582,0.0022595,0.0022547,surcharge,0.004937703368,0.3706,0.00083688892,0.00767788,0.00767788,0.030756684
GAMP'19,CA,1042,41,2026-W34,34,RB30066-1,RB30066,0,IN DEVELOPMENT,Steaks and White Wine Scallops,with Garlic Bread and Green Beans,,,,-1,1,0,TRUE,Beef-Steak-Striploin,Beef,Steak,Shellfish-Scallops-Jumbo,"Beef-Steak-Striploin, Shellfish-Scallops-Jumbo",Bread - Bun,Bread,,"Bread - Bun,",Green Beans,Green Beans,"Green Beans, Shallot,",Shallot,,Garlic Salt,,,,,0,960,Canadian,123,10,35,2,steak-special,Special Plus,"steak-special, Special Plus",,,0,21.03,0,41.83,PHF-10-000974-4 | PRO-10-002790-1 | PRO-10-127899-4 | PRO-10-002783-1 | BAK-10-120354-7 | PHF-10-88387-1 | PHF-10-000732-4 | PTN-10-135004-7 | SPI-10-001169-1 | SPI-10-100863-1 | PHF-10-000733-4 | PTN-10-129133-7 | SPI-10-001163-1,"X3B- Parsley, Fresh Italian 7g | X3B- Mustard, Dijon (1.5tsp) | X3B- Garlic Spread 30g (2tbsp) | X3B- Wine, White Cooking (4tbsp) | X3B- Sandwich Bun (2pc) | X3B- Shallot 1pc (50g) | X3B- Green Beans, 170g | X3B- Queen Scallops 227g | X3B- Garlic Salt 4g (1tsp) | H1F- Cream Sauce Spice Blend 10g (1TBSP) | X3B- Green Beans, 340g | X3B- Beef, Top Sirloin Steak 285g | X3B- Garlic Salt 8g (2tsp)",13,3,2,2,2,,3.453689656,3.490908916,1,0,0,0,2026-02-23 12:17:23.969000+00:00,158,1,0.0016166,0.0006416,0.71545,0.28455,0.0022582,0.0022595,0.0022547,surcharge,0,0.7188,0.00162319416,0.007799121981,0.007883170514,0.047489946
GAMP'19,CA,1043,42,2026-W34,34,RS158910-3,RS158910,2,IN DEVELOPMENT,Italian Herb Salmon,with Zesty Roasted Chickpea Salad,2026-W08,,2026-W08,738,0,0,TRUE,Fish-Salmon-Fillet-Skin-On,Fish,Salmon,Veggie-Chickpeas,"Fish-Salmon-Fillet-Skin-On, Veggie-Chickpeas",No Starch,No Starch,,"No Starch,",Spring Mix,Spring Mix,"Spring Mix, Tomatoes - Baby, Onion - Shallot",Tomatoes - Baby,Onion - Shallot,Italian Seasoning,,Capers,,,0,830,Italian,123,10,30,2,,High Protein Surcharge,", High Protein Surcharge",,,0,10.52,0,20.49,DAI-10-88327-4 | PHF-10-000736-4 | PHF-10-000737-4 | SPI-10-10073-1 | SPI-10-11139-1 | PRO-10-001531-1 | PRO-10-91819-1 | PHF-10-000402-4 | PHF-10-001590-4 | PHF-10-001591-4 | PHF-10-88387-1 | PTN-10-125363-7 | SPI-10-125249-1,"X3B- Egg, Large 1pc | X3B- Lettuce, Heritage Blend 113g | X3B- Lettuce, Heritage Blend 227g | H1F- Italian Seasoning 8.6g (2TBSP) | H1F- Italian Seasoning 4.3g (1TBSP) | X3B- Capers 30g | X3B- Chickpeas, Canned 398ml | X3B- Lemon 1pc | X3B- Tomato, Baby 113g Clamshell | X3B- Tomato, Baby 227g Clamshell | X3B- Shallot 1pc (50g) | X3B- Salmon, Atlantic Skin-On Fillets (2) 250g | X3B- Zesty Garlic Blend 7g (1TBSP)",13,2,2,2,2,,3.517438733,3.55352671,1,0.0016,0.0008,0.0047,2026-03-17 09:15:12.923000+00:00,159,1,0.0015459,0.0006113,0.71545,0.28455,0.0021571,0.0021607,0.0021482,surcharge,0.001802247458,0.5082,0.00109623822,0.007587467091,0.007665312466,0.022692692
GAMP'19,CA,1044,43,2026-W34,34,RB45808-1,RB45808,0,READY FOR MENU PLANNING,Beef Pad See Ew Style Noodles,with Egg and Broccoli,,,,-1,1,0,TRUE,Beef-Steak-Shaved,Beef,Steak,"Egg, raw","Beef-Steak-Shaved, Egg, raw",Noodles - Chow Mein,Noodles,,"Noodles - Chow Mein,",Broccoli,Broccoli,"Broccoli, ,",,,,,,,,0,840,Thai,Noodles,10,30,1,discovery,Discovery Surcharge,"discovery, Discovery Surcharge",,,0,15.06,0,29.89,PRO-10-001373-1 | SPI-10-001192-1 | PRO-10-121008-1 | PHF-10-000417-4 | PTN-10-147918-7 | SPI-10-001191-1 | DAI-10-88327-4 | PHF-10-130242-4 | DRY-10-139619-1 | PHF-10-88380-4,"X3B- Oyster Sauce, Vegetarian 72g (4tbsp) | X3B- Sugar, Brown 22g (2TBSP) | X3B- Fish Sauce (1tbsp) | X3B- Pepper, Thai Chili 1pc | X3B- Beef, Shaved 285g | X3B- Sugar, Brown 11g (1TBSP) | X3B- Egg, Large 1pc | X3B- Broccoli, Crown 5.5"" | X3B-Rice Noodles, 100g | X3B- Garlic, Unpeeled Clove",10,2,2,2,2,,3.531346032,3.608854108,1,0,0,0,2026-03-24 16:48:21.952000+00:00,160,1,0.0015459,0.0006113,0.71545,0.28455,0.0021571,0.0021607,0.0021482,surcharge,0,0.7188,0.00155052348,0.007617466526,0.007784659196,0.032485926
GAMP'19,CA,1045,44,2026-W34,34,RC151800-6,RC151800,4,READY FOR MENU PLANNING,Tuscan Chicken and Chickpea Soup,with Roasted Potatoes and Spinach,2026-W04,,2026-W04,734,0,0,TRUE,Chicken-Thigh,Chicken,Thigh,Veggie-Chickpeas,"Chicken-Thigh, Veggie-Chickpeas",Potato - Yellow,Potato,,"Potato - Yellow,",Mirepoix,Mirepoix,"Mirepoix, Baby Spinach,",Baby Spinach,,Italian Seasoning,,,,Parsley,0,790,Italian,Soup,8,30,2,"family-friendly , spicy",Classic,"family-friendly , spicy, Classic",pronto-box,,0,8.64,0,16.49,PHF-10-000746-4 | PHF-10-88386-1 | PRO-10-002829-4 | PRO-10-91819-1 | PTN-10-138820-7 | SPI-10-001150-1 | SPI-10-001163-1 | DAI-10-003437-4 | PHF-10-000744-4 | SPI-10-144154-1 | DAI-10-003438-4 | PHF-10-000954-4 | PHF-10-000955-4 | SPI-10-001169-1 | SPI-10-144151-1,"X3B- Spinach, Baby 56g | X3B- Potato, Small Yellow (B) 1pc | X3B- Pesto Sauce, Sundried Tomato 57g (0.25cup) | X3B- Chickpeas, Canned 398ml | X3B- Chicken, Thighs Skinless/Boneless 285g | X3B- Chili Flakes 4g (1tsp) | X3B- Garlic Salt 8g (2tsp) | X3B- Cream, 35% 56ml | X3B- Spinach, Baby 113g | X3B- Mediterranean Spice Blend 14g | X3B- Cream, 35% 113ml | X3B- Mirepoix 3/8-inch (1:1:1 Onion, Carrot, Celery) 113g | X3B- Mirepoix 3/8-inch (1:1:1 Onion, Carrot, Celery) 227g | X3B- Garlic Salt 4g (1tsp) | X3B- Mediterranean Spice Blend 7g",15,2,2,2,2,,3.746666667,3.783216783,0,0.0052,0.0161,0.0173,2026-03-17 08:52:25.690000+00:00,161,1,0.0016115,0.0006416,0.71545,0.28455,0.0022531,0.0022525,0.0022547,hand_assigned,0.009974804008,0.7456,0.00167991136,0.008441614667,0.008523965734,0.019466784
GAMP'19,CA,1046,45,2026-W34,34,RV41515-4,RV41515,5,READY FOR MENU PLANNING,Orzo and Vegetable Salad with Herbed Goat Cheese,and Toasted Pine Nuts,2026-W13,2026-W18,2026-W18,748,0,0,TRUE,Veggie-No Protein,Veggie,No Protein,,"Veggie-No Protein,",Pasta - Orzo,Pasta,,"Pasta - Orzo,",Zucchini,Zucchini,"Zucchini, Tomatoes - Baby, Greens - Arugula Spinach Mix",Tomatoes - Baby,Greens - Arugula Spinach Mix,,,Lemon,,Parsley,0,810,Canadian,Pasta,10,30,1,"veggie , fr-translated",Deluxe Veggie,"veggie , fr-translated, Deluxe Veggie",,,0,7.46,0,14.29,PHF-10-000747-4 | PHF-10-000748-4 | PHF-10-000941-4 | PHF-10-000944-4 | PHF-10-000973-4 | PHF-10-000974-4 | PRO-10-128630-1 | DRY-10-155638-1 | PHF-10-000728-4 | PHF-10-000402-4 | PHF-10-000723-4 | DAI-10-001223-4 | DRY-10-125722-1 | PHF-10-000422-4 | PRO-10-101285-1 | SPI-10-148730-1,"X3B- Tomato, Baby Heirlooms 113g | X3B- Tomato, Baby Heirlooms 227g | X3B- Dill, Fresh 14g | X3B- Dill, Fresh 7g | X3B- Parsley, Fresh Italian 14g | X3B- Parsley, Fresh Italian 7g | X3B- Honey 15g (1unit) | X3B- (Paper) Pasta, Orzo 340g | X3B- Arugula and Spinach Mix (1:1) 56g | X3B- Lemon 1pc | X3B- Arugula and Spinach Mix (1:1) 113g | X3B- Cheese, Goat Crumbled 113g | X3B- (Paper) Pasta, Orzo 170g | X3B- Squash, Green Zucchini 1pc (200g) | X3B- Vinegar, White Wine (1TBSP) | X3B- Pine Nuts 28g",16,2,2,2,2,,3.424778761,3.438095238,0,0.0021,0.0019,0.0065,2026-03-18 14:43:24.817000+00:00,162,1,0.0019348,0.000783,0.71545,0.28455,0.0027179,0.0027044,0.0027518,surcharge,0.002960527048,0.6444,0.00175141476,0.009308206195,0.009344399047,0.020275534
GAMP'19,CA,1047,46,2026-W34,34,RT30333-11,RT30333,15,READY FOR MENU PLANNING,SuperQuick Cheesy Turkey Flatbreads,with Roasted Cauliflower and Creamy Ranch Drizzle,2026-W14,2026-W17,2026-W30,760,0,0,TRUE,Turkey-Mince,Turkey,Mince,,"Turkey-Mince,",Bread - Flatbread,Bread,,"Bread - Flatbread,",Cauliflower,Cauliflower,"Cauliflower, ,",,,,"Mozzarella Cheese, shredded",,Cream Cheese,,0,820,NORTH AMERICAN,Flatbread,5,15,1,"super-quick , spicy",15MM,"super-quick , spicy, 15MM",,,0,7.5,0,14.53,BAK-10-003289-7 | PHF-10-003814-4 | DAI-10-10616-4 | PHF-10-000934-4 | DAI-10-001147-4 | PTN-10-138827-7 | DAI-10-001146-4 | PHF-10-000935-4 | PRO-10-101053-1 | SPI-10-138217-1 | PHF-10-000734-4 | PRO-10-002776-1 | SPI-10-138216-1,"X3B- Naan (2pc) | X3B- Green Onion 1pc | X3B- Cheese, Cream Kraft Philadelphia 18g (1TBSP) | X3B- Cauliflower, Rosettes 285g | X3B- Cheese, Mozzarella Shredded 85g (0.75cup) | X3B- Turkey, Lean Ground 250g | X3B- Cheese, Mozzarella Shredded 170g (1.5cup) | X3B- Cauliflower, Rosettes 570g | X3B- Dressing, Ranch (2TBSP) | X3B- Applewood Smoke Spice 7g | X3B- Green Onion 2pc | X3B- Sauce, Hot (2tbsp) | X3B- Applewood Smoke Spice 14g",13,2,2,2,2,,3.488070779,3.51264458,1,0.0026,0.0027,0.0083,2026-04-21 21:09:12.357000+00:00,163,1,0.0034857,0.0013994,0.71545,0.28455,0.0048851,0.0048721,0.0049178,15mm,0.003556627083,0.6266,0.00306100366,0.01703957456,0.01715962004,0.03663825
GAMP'19,CA,1048,47,2026-W34,34,RP32380-6,RP32380,7,READY FOR MENU PLANNING,SuperQuick Chorizo Flatbreads with Hot Honey,and Monterey Jack Cheese,2026-W07,2026-W20,2026-W24,754,0,0,TRUE,Pork-Sausage-Chorizo,Pork,Sausage,,"Pork-Sausage-Chorizo,",Bread - Flatbread,Bread,,"Bread - Flatbread,",Pepper - Sweet Bell,Pepper,"Pepper - Sweet Bell, Baby Spinach,",Baby Spinach,,Smoked Paprika-Garlic Blend,"Monterey Jack Cheese, shredded",,,,0,820,NORTH AMERICAN,Flatbread,5,15,1,quick,15MM,"quick, 15MM",,,0,5.23,0,10.02,DAI-10-001209-4 | DAI-10-001206-4 | PRO-10-128630-1 | PTN-10-132171-7 | DRY-10-002436-1 | PHF-10-000746-4 | PHF-10-000414-4 | PHF-10-000744-4 | BAK-10-003289-7 | DRY-10-002435-1 | PRO-10-002791-1 | PRO-10-101285-1 | SPI-10-11842-1,"X3B- Cheese, Monterey Jack Shredded 56g (0.5cup) | X3B- Cheese, Monterey Jack Shredded 113g (1cup) | X3B- Honey 15g (1unit) | X3B- Pork, Lean Chorizo Sausage Uncased 250g | X3B- Shallots, Crispy 56g | X3B- Spinach, Baby 56g | X3B- Pepper, Sweet Bell 1pc (160g) | X3B- Spinach, Baby 113g | X3B- Naan (2pc) | X3B- Shallots, Crispy 28g | X3B- Chili-Garlic Sauce (1tbsp) | X3B- Vinegar, White Wine (1TBSP) | H1F- Smoked Paprika-Garlic Blend 1:1 6g (1TBSP)",13,2,2,2,2,,3.488372093,3.49382716,0,0.0042,0.003,0.0128,2026-04-22 19:03:00.646000+00:00,164,1,0.0034554,0.0013994,0.71545,0.28455,0.0048548,0.0048297,0.0049178,15mm,0.007552598949,0.6938,0.00336826024,0.01693534884,0.0169618321,0.025390604
GAMP'19,CA,1049,48,2026-W34,34,RB57749-1,RB57749,0,IN DEVELOPMENT,Beef Enchilada Chili,"with Corn, Peppers and Tortilla Chips",,,,-1,1,0,TRUE,Beef-Mince,Beef,Mince,,"Beef-Mince,",Tortilla - Chips,Tortilla,,"Tortilla - Chips,",Corn Kernels,Corn Kernels,"Corn Kernels, Pepper - Sweet Bell,",Pepper - Sweet Bell,,Enchilada Spice Blend,"Cheddar Cheese, shredded",,,,0,730,Mexican,,5,5,1,"15-min-meal , spicy",15MM,"15-min-meal , spicy, 15MM",,,0,7.07,0,13.7,BAK-10-001580-1 | DAI-10-001204-4 | PHF-10-000735-4 | PRO-10-101608-1 | PTN-10-138803-7 | SPI-10-11898-1 | PRO-10-002786-1 | PRO-10-100366-7 | PRO-10-100367-7 | PRO-10-000784-1 | PTN-10-138804-7 | PHF-10-000414-4 | PHF-10-000734-4 | DAI-10-001205-4,"X3B- Tortilla Chips 85g | X3B- Cheese, Medium Cheddar Shredded 28g (0.25cup) | X3B- Green Onion 4pc | X3B- Garlic Puree (2TBSP) | X3B- Beef, Lean Ground 250g | H1F- Enchilada Spice Blend 8g (1TBSP) | X3B- Tomato Sauce Base (4tbsp) | X3B- Corn, Kernels Thaw-Friendly 113g (0.66cup) | X3B- Corn, Kernels Thaw-Friendly 227g (1.33cup) | X3B- Garlic Puree (1TBSP) | X3B- Beef, Lean Ground 500g | X3B- Pepper, Sweet Bell 1pc (160g) | X3B- Green Onion 2pc | X3B- Cheese, Medium Cheddar Shredded 56g (0.5cup)",14,2,2,2,2,,3.449238983,3.484536486,1,0,0,0,2026-03-24 15:39:46.240000+00:00,165,1,0.0046376,0.0020157,0.71545,0.28455,0.0066532,0.006482,0.0070838,"15mm,chefschoice_all,chefschoice_d5",0,0.7188,0.00478232016,0.0229484768,0.02318331815,0.047038124
GAMP'19,CA,1050,49,2026-W34,34,RC161336-14,RC161336,17,READY FOR MENU PLANNING,SuperQuick Spicy Mango Chutney Chicken Bowls,with Cashews and Indian-Style Rice Pilaf,2026-W13,2026-W17,2026-W29,759,0,0,TRUE,Chicken-Breast-Diced,Chicken,Breast,,"Chicken-Breast-Diced,",Rice - Basmati,Rice,,"Rice - Basmati,","Peas - Green, frozen",Peas,"Peas - Green, frozen, ,",,,Chicken Stock Powder,,Cashews,,Cilantro,0,730,Indian,Bowl,4,15,2,"super-quick , spicy , fr-translated",15MM,"super-quick , spicy , fr-translated, 15MM",,,0,10.09,0,18.9,PHF-10-000743-4 | PRO-10-002759-1 | PTN-10-138816-7 | SPI-10-117111-1 | SPI-10-148731-1 | DRY-10-139793-1 | SPI-10-138347-1 | PHF-10-000741-4 | SPI-10-148733-1 | PHF-10-000940-4,"X3B- Peas, Frozen 56g (0.33cup) | X3B- Chutney, Mango (4tbsp) | X3B- Chicken, Breasts Diced 340g | X3B- Powder Stock, Chicken 7.5g (1tbsp) | X3B- Cashews, Unsalted Roasted Chopped 28g | X3B- Rice, Microwaveable 250g | X3B- Indian Spice Blend 9g | X3B- Peas, Frozen 113g (0.66cup) | X3B- Cashews, Unsalted Roasted Chopped 56g | X3B- Cilantro, Fresh 7g",10,2,2,2,2,,3.463636364,3.488919668,0,0.0083,0.0091,0.0279,2026-04-13 17:30:04.536000+00:00,166,1,0.0034352,0.0013943,0.71545,0.28455,0.0048295,0.0048015,0.0049,15mm,0.01251966533,0.7762,0.0037486579,0.01672763182,0.01684973754,0.048729655
GAMP'19,CA,1051,50,2026-W34,34,RF32038-14,RF32038,17,READY FOR MENU PLANNING,SuperQuick Spicy Tilapia Laksa,with Coconut-Curry Broth,2026-W14,2026-W18,2026-W30,760,0,0,TRUE,Fish-Tilapia-Fillet,Fish,Tilapia,,"Fish-Tilapia-Fillet,",Noodles - Ramen,Noodles,,"Noodles - Ramen,",Sugar Snap Peas,Sugar Snap Peas,"Sugar Snap Peas, ,",,,Vegetable Stock Powder,,Lime,Coconut milk,Cilantro,0,660,Malay,Soup,5,15,1,"spicy , super-quick , fr-translated",15MM,"spicy , super-quick , fr-translated, 15MM",,,0,7.67,0,14.98,SPI-10-117110-1 | DRY-10-002436-1 | DRY-10-100144-1 | PHF-10-000938-4 | PRO-10-122650-1 | PHF-10-000940-4 | PHF-10-001425-4 | PRO-10-101610-1 | PHF-10-001424-4 | PRO-10-121938-1 | DRY-10-002435-1 | PRO-10-002791-1 | PTN-10-125193-7,"X3B- Powder Stock, Vegetable 7.5g (1tbsp) | X3B- Shallots, Crispy 56g | X3B- Noodles, Ramen 100g | X3B- Cilantro, Fresh 14g | X3B- Curry Paste (2tbsp) | X3B- Cilantro, Fresh 7g | X3B- Peas, Sugar Snap Unsnipped 227g | X3B- Curry Paste, Red (2TBSP) | X3B- Peas, Sugar Snap Unsnipped 113g | X3B- Coconut Milk 17% Fat (No additives), Can 225ml | X3B- Shallots, Crispy 28g | X3B- Chili-Garlic Sauce (1tbsp) | X3B- Tilapia, Skin-Off Fillets (2pc) 300g",13,2,2,2,2,,3.649769585,3.671794872,0,0.0011,0.0026,0.0034,2026-04-20 17:01:24+00:00,167,1,0.0030311,0.0012175,0.71545,0.28455,0.0042486,0.0042366,0.0042787,15mm,0.00288517428,0.5702,0.00242255172,0.01550641106,0.01559998769,0.032586762
GAMP'19,CA,1052,51,2026-W34,34,RP161338-21,RP161338,26,READY FOR MENU PLANNING,SuperQuick Sausage and Gnocchi Skillet,"with Spinach, Pesto and Parmesan",2026-W16,2026-W20,2026-W31,761,0,0,TRUE,Pork-Sausage-Italian,Pork,Sausage,,"Pork-Sausage-Italian,",Gnocchi,Gnocchi,,"Gnocchi,",Tomatoes - Baby,Tomatoes,"Tomatoes - Baby, ,",,,,"Parmesan Cheese, shredded",,Butter,,0,970,Italian,Pasta,5,15,2,super-quick,15MM,"super-quick, 15MM",,,0,7.2,0,13.86,DAI-10-003438-4 | DAI-10-001211-4 | PTN-10-132172-7 | DAI-10-001218-4 | PHF-10-000746-4 | DAI-10-003437-4 | DRY-10-148849-7 | PHF-10-000744-4 | PHF-10-001590-4 | PHF-10-001591-4 | PRO-10-001796-4,"X3B- Cream, 35% 113ml | X3B- Cheese, Parmesan Shredded 28g (0.25cup) | X3B- Pork, Lean Mild Italian Sausage Uncased 250g | X3B- Cheese, Parmesan Shredded 56g (0.5cup) | X3B- Spinach, Baby 56g | X3B- Cream, 35% 56ml | X3B- Pasta, Gnocchi 350g | X3B- Spinach, Baby 113g | X3B- Tomato, Baby 113g Clamshell | X3B- Tomato, Baby 227g Clamshell | X3B- Pesto Sauce, Basil 56g (0.25 Cup)",11,2,2,2,2,,3.539845758,3.549723757,0,0.0056,0.0068,0.0173,2026-04-07 15:59:23.790000+00:00,168,1,0.0030311,0.0012175,0.71545,0.28455,0.0042486,0.0042366,0.0042787,15mm,0.008727663419,0.7827,0.00332537922,0.01503938869,0.01508135635,0.03058992
GAMP'19,CA,1053,52,2026-W34,34,RV29273-3,RV29273,7,READY FOR MENU PLANNING,SuperQuick Squash Ravioli in Creamy Sun-Dried Tomato Sauce,with Mushrooms and Spinach,2026-W15,2026-W18,2026-W26,756,0,0,TRUE,Veggie-Pasta-Ravioli-Squash,Veggie,Pasta,,"Veggie-Pasta-Ravioli-Squash,",,,,",",,,", ,",,,,,,,,0,860,Italian,Pasta,2,15,1,"super-quick , fr-translated",15MM,"super-quick , fr-translated, 15MM",,,0,6.96,0,13.17,DAI-10-003438-4 | SPI-10-100863-1 | DRY-10-128425-7 | PHF-10-000968-4 | DAI-10-001211-4 | DAI-10-001159-4 | DAI-10-001218-4 | PHF-10-000746-4 | PHF-10-000967-4 | PHF-10-001593-4 | PRO-10-002829-4 | DRY-10-128426-7 | PHF-10-000744-4 | PHF-10-001592-4,"X3B- Cream, 35% 113ml | H1F- Cream Sauce Spice Blend 10g (1TBSP) | X3B- Pasta, Butternut Squash Ravioli 350g | X3B- Onion, Yellow Diced 3/8-inch 56g | X3B- Cheese, Parmesan Shredded 28g (0.25cup) | X3B- Cream, 35% 237ml | X3B- Cheese, Parmesan Shredded 56g (0.5cup) | X3B- Spinach, Baby 56g | X3B- Onion, Yellow Diced 3/8-inch 113g | X3B- Mushrooms, Whole 227g | X3B- Pesto Sauce, Sundried Tomato 57g (0.25cup) | X3B- Pasta, Butternut Squash Ravioli 700g | X3B- Spinach, Baby 113g | X3B- Mushrooms, Whole 113g",14,2,2,2,2,,3.531914894,3.525806452,0,0.0036,0.0045,0.0112,2026-04-21 14:46:04.878000+00:00,169,1,0.0030311,0.0012175,0.71545,0.28455,0.0042486,0.0042366,0.0042787,15mm,0.006434869769,0.6455,0.0027424713,0.01500569362,0.01497974129,0.029570256
GAMP'19,CA,1054,53,2026-W34,34,RB153559-8,RB153559,21,READY FOR MENU PLANNING,Grilled Beef Burgers,with Secret Sauce and Spiced Potato Wedges,2025-W27,2026-W20,2026-W32,762,0,0,TRUE,Beef-Mince,Beef,Mince,,"Beef-Mince,",Potato - White,Potato,Bread - Brioche,"Potato - White, Bread - Brioche",Greens - Spring Mix,Greens,"Greens - Spring Mix, ,",,,Southwest Spice Blend,"Cheddar Cheese, shredded","Dill Pickle, sliced",Mayonnaise,,0,1010,NORTH AMERICAN,Burger,10,30,2,"family-friendly , fr-translated",Grill Core,"family-friendly , fr-translated, Grill Core",,,0,8.29,0,16.37,DAI-10-001203-4 | PHF-10-88384-1 | PTN-10-138804-7 | BAK-10-168668-7 | DAI-10-001205-4 | DRY-10-132836-1 | PRO-10-002765-1 | PRO-10-91789-1 | SPI-10-138863-1 | PRO-10-12348-4 | PHF-10-000739-4 | PHF-10-000740-4 | PRO-10-000782-4 | PTN-10-138803-7,"X3B- Cheese, Medium Cheddar Shredded 113g (1cup) | X3B- Potato, Russet 1pc (230g) | X3B- Beef, Lean Ground 500g | X3B- Bun, All Butter Brioche 4-inch (2pc) | X3B- Cheese, Medium Cheddar Shredded 56g (0.5cup) | X3B- (Paper) Breadcrumbs, Panko 32g (0.33cup) | X3B- Ketchup (2tbsp) | H1F- Mayonnaise (4tbsp) | X3B- Southwest Spice Blend 6g | H1F- Mayonnaise, 28g (2TBSP) | X3B- Lettuce, Heritage Blend 28g | X3B- Lettuce, Heritage Blend 56g | X3B- Pickles, Dill Sliced 84ml | X3B- Beef, Lean Ground 250g",14,4,4,4,4,,3.449238983,3.484536486,1,0.011,0.0091,0.037,2026-04-22 14:15:40.945000+00:00,170,1,0.0030311,0.0012175,0.71545,0.28455,0.0042486,0.0042366,0.0042787,hand_assigned,0.02268804508,0.7564,0.00321364104,0.01465443674,0.01480440171,0.035220894
GAMP'19,CA,1055,54,2026-W34,34,RC153286-97,RC153286,114,READY FOR MENU PLANNING,Chicken Tikka Masala,with Carrots and Garlic Rice,2026-W16,2026-W17,2026-W32,762,0,0,TRUE,Chicken-Breast,Chicken,Breast,,"Chicken-Breast,",Rice - Basmati,Rice,,"Rice - Basmati,",Greens - Baby Spinach,Greens,"Greens - Baby Spinach, Carrot,",Carrot,,,,,,,0,740,Indian,Curry,8,30,2,"spicy , ineligible-for-recommendation",Family,"spicy , ineligible-for-recommendation, Family",,,0,8.25,0,16,DRY-10-125594-1 | DRY-10-155636-1 | PHF-10-003815-4 | SPI-10-001163-1 | PHF-10-88380-4 | PTN-10-138815-7 | PHF-10-000746-4 | PHF-10-88379-4 | PRO-10-122650-1 | DAI-10-003437-4 | DAI-10-003438-4 | PRO-10-002779-1 | PTN-10-138814-7 | SPI-10-001169-1,"X3B- (Paper) Rice, Basmati 149g (0.75cup) | X3B- (Paper) Rice, Basmati 298g (1.5cup) | X3B- Spinach, Baby 28g | X3B- Garlic Salt 8g (2tsp) | X3B- Garlic, Unpeeled Clove | X3B- Chicken, Breasts Skinless/Boneless (4pc) 680g | X3B- Spinach, Baby 56g | X3B- Carrot 1pc (170g) | X3B- Curry Paste (2tbsp) | X3B- Cream, 35% 56ml | X3B- Cream, 35% 113ml | X3B- Tikka Curry Sauce (0.5cup) | X3B- Chicken, Breasts Skinless/Boneless (2pc) 340g | X3B- Garlic Salt 4g (1tsp)",14,2,2,2,2,,3.56119403,3.563862928,0,0.0049,0.0041,0.0124,2026-04-21 14:46:04.878000+00:00,171,1,0.0030311,0.0012175,0.71545,0.28455,0.0042486,0.0042366,0.0042787,hand_assigned,0.007377399235,0.7019,0.00298209234,0.01513008896,0.01514142804,0.03505095
